wd:Q57660343	wd:Q622425
wd:Q811430	wd:Q1314860
wd:Q1496857	wd:Q586744
wd:Q45364	wd:Q1678285
wd:Q811909	wd:Q18812508
wd:Q3564023	wd:Q17118499
wd:Q736917	wd:Q2802136
wd:Q39917125	wd:Q57268313
wd:Q4964182	wd:Q2503412
wd:Q1002697	wd:Q3374808
wd:Q811430	wd:Q7239308
wd:Q182587	wd:Q1140537
wd:Q2031836	wd:Q1140178
wd:Q905511	wd:Q1517777
wd:Q37813	wd:Q235779
wd:Q848466	wd:Q187031
wd:Q17851719	wd:Q17851193
wd:Q627093	wd:Q211201
wd:Q188094	wd:Q48072011
wd:Q860861	wd:Q20967773
wd:Q759524	wd:Q2512388
wd:Q4936952	wd:Q27058130
wd:Q11057861	wd:Q108415420
wd:Q1294787	wd:Q100226603
wd:Q2532278	wd:Q2097101
wd:Q66310125	wd:Q210745
wd:Q27136782	wd:Q1068633
wd:Q7321258	wd:Q1409029
wd:Q1065579	wd:Q178794
wd:Q96088545	wd:Q67202850
wd:Q11063	wd:Q96203465
wd:Q115921084	wd:Q56055115
wd:Q748998	wd:Q3968555
wd:Q785952	wd:Q23557076
wd:Q102356	wd:Q519924
wd:Q19953632	wd:Q101085149
wd:Q62088406	wd:Q5056369
wd:Q1371819	wd:Q70477194
wd:Q1371819	wd:Q19753333
wd:Q124020978	wd:Q105236846
wd:Q37226	wd:Q10380433
wd:Q4383245	wd:Q10312979
wd:Q7311343	wd:Q845945
wd:Q67655225	wd:Q98701476
wd:Q4006	wd:Q328720
wd:Q20074337	wd:Q5308013
wd:Q27943370	wd:Q103839759
wd:Q192350	wd:Q1225300
wd:Q18608583	wd:Q55007268
wd:Q386724	wd:Q47146
wd:Q1789476	wd:Q96630878
wd:Q97480682	wd:Q1547724
wd:Q1190554	wd:Q3038574
wd:Q4817	wd:Q5527082
wd:Q251473	wd:Q1736298
wd:Q1183543	wd:Q517061
wd:Q1241356	wd:Q720957
wd:Q18608583	wd:Q623109
wd:Q474161	wd:Q2975700
wd:Q1411945	wd:Q1427700
wd:Q483247	wd:Q2305441
wd:Q1371925	wd:Q1500389
wd:Q21075690	wd:Q4418716
wd:Q1294787	wd:Q12326565
wd:Q164419	wd:Q1430154
wd:Q1440300	wd:Q815448
wd:Q186081	wd:Q2498771
wd:Q5282923	wd:Q180380
wd:Q28737012	wd:Q3196771
wd:Q78262214	wd:Q37555
wd:Q1075310	wd:Q9588290
wd:Q1415274	wd:Q1045481
wd:Q60608016	wd:Q104693228
wd:Q107637253	wd:Q7569532
wd:Q1864008	wd:Q3704598
wd:Q56061	wd:Q254978
wd:Q63874698	wd:Q63104682
wd:Q16519632	wd:Q17138521
wd:Q35140	wd:Q1751775
wd:Q2065736	wd:Q574422
wd:Q107471279	wd:Q107494511
wd:Q66889825	wd:Q2296367
wd:Q210729	wd:Q64537414
wd:Q47848	wd:Q371752
wd:Q358	wd:Q12063557
wd:Q19899465	wd:Q96371632
wd:Q1156976	wd:Q55633520
wd:Q748019	wd:Q114301854
wd:Q2493023	wd:Q1268911
wd:Q358	wd:Q6975221
wd:Q1686959	wd:Q18289904
wd:Q11634	wd:Q6533549
wd:Q65088317	wd:Q1320546
wd:Q4681343	wd:Q7239192
wd:Q1371819	wd:Q837215
wd:Q41321608	wd:Q1112950
wd:Q80796829	wd:Q1037127
wd:Q17127659	wd:Q1850638
wd:Q19953632	wd:Q788046
wd:Q483501	wd:Q1759246
wd:Q1294787	wd:Q1284709
wd:Q15640612	wd:Q12206807
wd:Q256020	wd:Q120922181
wd:Q3242583	wd:Q242125
wd:Q3624078	wd:Q51576574
wd:Q246672	wd:Q865811
wd:Q2973941	wd:Q15620943
wd:Q11784425	wd:Q1417609
wd:Q11500768	wd:Q1495660
wd:Q1444534	wd:Q107096063
wd:Q63048387	wd:Q112794438
wd:Q275186	wd:Q4335775
wd:Q9200127	wd:Q1946933
wd:Q85249348	wd:Q687031
wd:Q6585139	wd:Q121432200
wd:Q2416217	wd:Q47928
wd:Q41176	wd:Q19688772
wd:Q56061	wd:Q18346622
wd:Q1183543	wd:Q21550989
wd:Q1195684	wd:Q171529
wd:Q22222786	wd:Q113284507
wd:Q612825	wd:Q97291175
wd:Q39715	wd:Q33129345
wd:Q838948	wd:Q109648105
wd:Q6949149	wd:Q235113
wd:Q206615	wd:Q36133
wd:Q3092752	wd:Q6378713
wd:Q24398318	wd:Q103910796
wd:Q669777	wd:Q1640824
wd:Q18089563	wd:Q11910247
wd:Q1387659	wd:Q1521426
wd:Q121614922	wd:Q121742110
wd:Q286583	wd:Q17709279
wd:Q2578402	wd:Q1310214
wd:Q200334	wd:Q72926449
wd:Q192611	wd:Q191093
wd:Q5157565	wd:Q2589465
wd:Q15259995	wd:Q22833321
wd:Q18515478	wd:Q112186451
wd:Q8345388	wd:Q1746393
wd:Q1414937	wd:Q65274801
wd:Q2374149	wd:Q110861666
wd:Q9158768	wd:Q113493738
wd:Q618779	wd:Q1535505
wd:Q483501	wd:Q43184282
wd:Q86837339	wd:Q107399557
wd:Q7275	wd:Q208500
wd:Q1404101	wd:Q414528
wd:Q1190554	wd:Q3030513
wd:Q54050	wd:Q623319
wd:Q9200127	wd:Q3071477
wd:Q56061	wd:Q4580177
wd:Q47848	wd:Q1430154
wd:Q71631512	wd:Q4686479
wd:Q1064975	wd:Q167130
wd:Q13099631	wd:Q4951611
wd:Q866298	wd:Q8063
wd:Q748611	wd:Q191655
wd:Q1183543	wd:Q7918429
wd:Q870898	wd:Q26921397
wd:Q2545446	wd:Q41885931
wd:Q13221722	wd:Q2779745
wd:Q1183543	wd:Q17004810
wd:Q11410	wd:Q66467327
wd:Q1190554	wd:Q1004322
wd:Q391414	wd:Q1515062
wd:Q12036439	wd:Q1972098
wd:Q190403	wd:Q917479
wd:Q100349043	wd:Q55660058
wd:Q65148973	wd:Q12063557
wd:Q785952	wd:Q655311
wd:Q15688633	wd:Q1194039
wd:Q2387974	wd:Q5903178
wd:Q603773	wd:Q1121851
wd:Q35140	wd:Q13454063
wd:Q2659904	wd:Q104761764
wd:Q338313	wd:Q1662100
wd:Q20113351	wd:Q168817
wd:Q4287745	wd:Q11000047
wd:Q4202233	wd:Q7281
wd:Q166142	wd:Q30047053
wd:Q65148973	wd:Q6975221
wd:Q4198907	wd:Q1075404
wd:Q187931	wd:Q636300
wd:Q1914636	wd:Q1663833
wd:Q7275	wd:Q587252
wd:Q4164871	wd:Q11773926
wd:Q1415628	wd:Q326259
wd:Q7140620	wd:Q122143503
wd:Q2881503	wd:Q3444711
wd:Q391414	wd:Q2600509
wd:Q246672	wd:Q1866689
wd:Q18706315	wd:Q113584205
wd:Q105982157	wd:Q2088231
wd:Q1190554	wd:Q1707496
wd:Q2610088	wd:Q192701
wd:Q81944	wd:Q41331
wd:Q2385804	wd:Q106581364
wd:Q543654	wd:Q908908
wd:Q8359428	wd:Q15627169
wd:Q13580385	wd:Q10145
wd:Q104637332	wd:Q622821
wd:Q860861	wd:Q107549917
wd:Q3249551	wd:Q779974
wd:Q216040	wd:Q1434998
wd:Q38723	wd:Q2586266
wd:Q1190554	wd:Q3537603
wd:Q2462658	wd:Q3499072
wd:Q4406823	wd:Q161341
wd:Q121536478	wd:Q7697093
wd:Q29564129	wd:Q8786340
wd:Q15097084	wd:Q19413851
wd:Q47369692	wd:Q117322671
wd:Q7188	wd:Q1854323
wd:Q5961257	wd:Q957798
wd:Q1543677	wd:Q111089634
wd:Q21281405	wd:Q104637420
wd:Q6497468	wd:Q65241616
wd:Q28100194	wd:Q4902207
wd:Q3249551	wd:Q2022532
wd:Q11371	wd:Q1266169
wd:Q1162163	wd:Q805253
wd:Q179700	wd:Q1066288
wd:Q337567	wd:Q5926864
wd:Q221329	wd:Q11481471
wd:Q14204246	wd:Q115666147
wd:Q1914636	wd:Q24476018
wd:Q1048835	wd:Q2732840
wd:Q6857854	wd:Q445741
wd:Q631931	wd:Q104829843
wd:Q64779402	wd:Q1585248
wd:Q21191270	wd:Q7923105
wd:Q118117162	wd:Q1475637
wd:Q2312440	wd:Q180173
wd:Q36908	wd:Q349967
wd:Q214995	wd:Q185863
wd:Q22698	wd:Q10926872
wd:Q31855	wd:Q5059994
wd:Q2914170	wd:Q15095148
wd:Q1399486	wd:Q681026
wd:Q104146790	wd:Q58425000
wd:Q51954785	wd:Q47825396
wd:Q212238	wd:Q11613014
wd:Q499916	wd:Q7132937
wd:Q15710038	wd:Q2312233
wd:Q234460	wd:Q2217301
wd:Q10494269	wd:Q634755
wd:Q16519632	wd:Q391022
wd:Q131093	wd:Q65966993
wd:Q113594123	wd:Q188040
wd:Q837766	wd:Q1160920
wd:Q186086	wd:Q56527811
wd:Q44559	wd:Q1045138
wd:Q1914636	wd:Q3604747
wd:Q119264233	wd:Q119262117
wd:Q13472752	wd:Q123521462
wd:Q11707	wd:Q58036869
wd:Q12140	wd:Q273131
wd:Q11908691	wd:Q180516
wd:Q1580166	wd:Q6537711
wd:Q987767	wd:Q1409660
wd:Q94670589	wd:Q23004409
wd:Q206287	wd:Q3589144
wd:Q6857854	wd:Q146924
wd:Q16402902	wd:Q5442473
wd:Q676202	wd:Q14645
wd:Q18142	wd:Q122228860
wd:Q13030962	wd:Q76605
wd:Q15893266	wd:Q3284867
wd:Q327333	wd:Q392918
wd:Q17350442	wd:Q858177
wd:Q49848	wd:Q5436787
wd:Q1049667	wd:Q3328263
wd:Q1555508	wd:Q2605607
wd:Q2710737	wd:Q331211
wd:Q65088916	wd:Q17142749
wd:Q12135	wd:Q3087172
wd:Q3796928	wd:Q3813950
wd:Q5064153	wd:Q1365316
wd:Q21662746	wd:Q1400059
wd:Q264661	wd:Q12323
wd:Q1879820	wd:Q1085860
wd:Q83333994	wd:Q112246380
wd:Q388602	wd:Q355844
wd:Q17176533	wd:Q175263
wd:Q8246794	wd:Q66372585
wd:Q11302381	wd:Q626292
wd:Q66536035	wd:Q3197706
wd:Q200539	wd:Q116960140
wd:Q17537576	wd:Q106902054
wd:Q1412694	wd:Q47525747
wd:Q1507442	wd:Q182916
wd:Q4382945	wd:Q30688741
wd:Q206287	wd:Q1868072
wd:Q3831821	wd:Q2732056
wd:Q203209	wd:Q3937287
wd:Q4438121	wd:Q573766
wd:Q28783456	wd:Q1198478
wd:Q1759167	wd:Q483242
wd:Q6423319	wd:Q5292
wd:Q1666865	wd:Q103896
wd:Q1252971	wd:Q47505049
wd:Q19953632	wd:Q105819255
wd:Q4323994	wd:Q5916
wd:Q13220204	wd:Q876102
wd:Q40056	wd:Q20726407
wd:Q4388799	wd:Q958210
wd:Q23497974	wd:Q60790215
wd:Q15285626	wd:Q79699511
wd:Q1656682	wd:Q189760
wd:Q112209362	wd:Q112209352
wd:Q1734662	wd:Q17488392
wd:Q110996190	wd:Q110996236
wd:Q106070396	wd:Q3261888
wd:Q15654425	wd:Q8076
wd:Q48835818	wd:Q5056668
wd:Q1521410	wd:Q14973
wd:Q7128792	wd:Q3479346
wd:Q105502362	wd:Q105501529
wd:Q335261	wd:Q3087145
wd:Q116961770	wd:Q864121
wd:Q211036	wd:Q1566
wd:Q362200	wd:Q96094210
wd:Q4989906	wd:Q106959886
wd:Q184748	wd:Q4681865
wd:Q56822897	wd:Q38720
wd:Q41595400	wd:Q17015069
wd:Q186081	wd:Q108437605
wd:Q2111778	wd:Q38720
wd:Q2431196	wd:Q1107
wd:Q1419997	wd:Q61409620
wd:Q1436963	wd:Q1122035
wd:Q39364723	wd:Q6451172
wd:Q14897293	wd:Q54440109
wd:Q8205328	wd:Q4250086
wd:Q2738074	wd:Q622454
wd:Q391414	wd:Q13424473
wd:Q1190554	wd:Q188863
wd:Q7302601	wd:Q25206306
wd:Q2400699	wd:Q207063
wd:Q211364	wd:Q188907
wd:Q1161707	wd:Q1476200
wd:Q11812394	wd:Q10571983
wd:Q47504516	wd:Q15304004
wd:Q13220204	wd:Q7245071
wd:Q1140316	wd:Q319382
wd:Q1347864	wd:Q1411554
wd:Q16708006	wd:Q121289358
wd:Q275372	wd:Q44312
wd:Q567555	wd:Q3001919
wd:Q4835091	wd:Q565744
wd:Q162244	wd:Q1859236
wd:Q1474611	wd:Q6653802
wd:Q271669	wd:Q667575
wd:Q4438121	wd:Q2516180
wd:Q17343829	wd:Q498162
wd:Q82794	wd:Q676050
wd:Q2151963	wd:Q2019407
wd:Q13878858	wd:Q617224
wd:Q61766601	wd:Q22808963
wd:Q860641	wd:Q3941442
wd:Q41176	wd:Q18411786
wd:Q820419	wd:Q214469
wd:Q3622126	wd:Q188619
wd:Q49848	wd:Q2137739
wd:Q337968	wd:Q2630831
wd:Q94670589	wd:Q216285
wd:Q187456	wd:Q3328296
wd:Q30014735	wd:Q1368498
wd:Q11183017	wd:Q65619961
wd:Q24293741	wd:Q120356170
wd:Q17853087	wd:Q122068532
wd:Q216749	wd:Q55622687
wd:Q23002054	wd:Q1083980
wd:Q233324	wd:Q2418941
wd:Q842729	wd:Q15995030
wd:Q3300034	wd:Q1552509
wd:Q14947863	wd:Q3244175
wd:Q104649845	wd:Q101007233
wd:Q3951878	wd:Q871403
wd:Q15706911	wd:Q54857444
wd:Q17489160	wd:Q241045
wd:Q55119611	wd:Q55121661
wd:Q210588	wd:Q4025884
wd:Q15978655	wd:Q121303314
wd:Q107637253	wd:Q112811078
wd:Q10688145	wd:Q70990126
wd:Q1497375	wd:Q12292478
wd:Q599151	wd:Q465288
wd:Q55071047	wd:Q3247461
wd:Q9842	wd:Q96386155
wd:Q688718	wd:Q14763041
wd:Q83620	wd:Q5240942
wd:Q1704572	wd:Q1155083
wd:Q2973938	wd:Q15896168
wd:Q105395191	wd:Q112189298
wd:Q1523267	wd:Q609697
wd:Q2367164	wd:Q1503147
wd:Q41615809	wd:Q1351018
wd:Q1355373	wd:Q5489108
wd:Q2577681	wd:Q105450916
wd:Q749150	wd:Q59678051
wd:Q14827288	wd:Q100717709
wd:Q152450	wd:Q105580505
wd:Q11303	wd:Q87713490
wd:Q102538	wd:Q252280
wd:Q18554842	wd:Q12504769
wd:Q3622126	wd:Q638328
wd:Q811430	wd:Q1567938
wd:Q11302381	wd:Q1778124
wd:Q23653	wd:Q3511312
wd:Q3249551	wd:Q911059
wd:Q1007996	wd:Q1627767
wd:Q12292478	wd:Q60747451
wd:Q2085518	wd:Q1441762
wd:Q5003624	wd:Q65560206
wd:Q123509	wd:Q55814
wd:Q347690	wd:Q182995
wd:Q213156	wd:Q27410
wd:Q83063742	wd:Q41955438
wd:Q11019	wd:Q1749551
wd:Q1650567	wd:Q83378654
wd:Q3590880	wd:Q4063892
wd:Q118945199	wd:Q118945868
wd:Q182357	wd:Q1118771
wd:Q35127	wd:Q7094081
wd:Q1639780	wd:Q56515878
wd:Q1299240	wd:Q2887356
wd:Q494829	wd:Q113666281
wd:Q1371954	wd:Q5119811
wd:Q1190554	wd:Q946865
wd:Q496353	wd:Q103865865
wd:Q828980	wd:Q29000407
wd:Q1371279	wd:Q1162303
wd:Q15980158	wd:Q11313148
wd:Q811979	wd:Q4972117
wd:Q21191270	wd:Q99296898
wd:Q816829	wd:Q3001152
wd:Q3099732	wd:Q106152295
wd:Q815823	wd:Q4539
wd:Q2571972	wd:Q23810017
wd:Q114805151	wd:Q905171
wd:Q5843	wd:Q2742804
wd:Q1416296	wd:Q65235246
wd:Q17442446	wd:Q65181814
wd:Q1497375	wd:Q12366139
wd:Q750458	wd:Q438711
wd:Q49848	wd:Q571
wd:Q4438121	wd:Q42245028
wd:Q879050	wd:Q3354019
wd:Q1071027	wd:Q1070016
wd:Q54050	wd:Q2983016
wd:Q13002315	wd:Q69379490
wd:Q1933026	wd:Q194188
wd:Q1550225	wd:Q54643580
wd:Q18553219	wd:Q3041498
wd:Q77293133	wd:Q119710782
wd:Q13393265	wd:Q109299766
wd:Q31808206	wd:Q1044672
wd:Q43229	wd:Q1184065
wd:Q17154431	wd:Q131656
wd:Q138858	wd:Q50279140
wd:Q1064349	wd:Q110651480
wd:Q209440	wd:Q187510
wd:Q10870555	wd:Q55433859
wd:Q4502142	wd:Q79496108
wd:Q115921406	wd:Q291
wd:Q11019	wd:Q110829085
wd:Q1472481	wd:Q426337
wd:Q350979	wd:Q322898
wd:Q41207	wd:Q203607
wd:Q3440959	wd:Q1426213
wd:Q860861	wd:Q1759852
wd:Q12766313	wd:Q7189710
wd:Q838811	wd:Q1934482
wd:Q1639789	wd:Q1060842
wd:Q1914636	wd:Q214961
wd:Q928150	wd:Q16336
wd:Q1172284	wd:Q2352616
wd:Q486972	wd:Q1134686
wd:Q2006812	wd:Q2859800
wd:Q1502887	wd:Q5535591
wd:Q50379782	wd:Q1976211
wd:Q120169965	wd:Q682943
wd:Q5508841	wd:Q104820011
wd:Q12518	wd:Q1157739
wd:Q107390	wd:Q129224
wd:Q221488	wd:Q109292464
wd:Q732717	wd:Q15692375
wd:Q1183543	wd:Q3742408
wd:Q625298	wd:Q217901
wd:Q12525525	wd:Q228206
wd:Q121359	wd:Q21169670
wd:Q1607826	wd:Q5096974
wd:Q42973	wd:Q120884973
wd:Q14757767	wd:Q1134686
wd:Q7315155	wd:Q1976594
wd:Q9352089	wd:Q5691863
wd:Q2352616	wd:Q672598
wd:Q2761147	wd:Q5463077
wd:Q3604202	wd:Q17558136
wd:Q1497364	wd:Q2945309
wd:Q6653802	wd:Q201884
wd:Q1530022	wd:Q637017
wd:Q12518	wd:Q769550
wd:Q35145743	wd:Q15466213
wd:Q1076486	wd:Q477396
wd:Q16831721	wd:Q107267362
wd:Q24716636	wd:Q7574803
wd:Q2910675	wd:Q107640824
wd:Q28402767	wd:Q117320969
wd:Q67174312	wd:Q67174591
wd:Q3502482	wd:Q104117291
wd:Q2432249	wd:Q2242136
wd:Q1362543	wd:Q1044693
wd:Q1568360	wd:Q112246380
wd:Q109459317	wd:Q66372585
wd:Q81457224	wd:Q81456601
wd:Q44637051	wd:Q14547231
wd:Q34379	wd:Q6723506
wd:Q1502030	wd:Q352416
wd:Q173287	wd:Q2940408
wd:Q1524582	wd:Q56702402
wd:Q860861	wd:Q11832720
wd:Q640506	wd:Q6412194
wd:Q15621286	wd:Q603773
wd:Q61788060	wd:Q65044042
wd:Q115922519	wd:Q216530
wd:Q17136179	wd:Q864835
wd:Q1879813	wd:Q217608
wd:Q55097243	wd:Q474717
wd:Q6400937	wd:Q17099260
wd:Q39594	wd:Q156030
wd:Q1081138	wd:Q1193753
wd:Q14467526	wd:Q1790480
wd:Q57735705	wd:Q2917380
wd:Q2545446	wd:Q100587493
wd:Q1065579	wd:Q740732
wd:Q47543372	wd:Q47543393
wd:Q7927908	wd:Q1018746
wd:Q2095549	wd:Q1842468
wd:Q13406463	wd:Q18091489
wd:Q781132	wd:Q138775
wd:Q18537	wd:Q1477711
wd:Q328325	wd:Q2340797
wd:Q3853483	wd:Q109247590
wd:Q179226	wd:Q902378
wd:Q953806	wd:Q494829
wd:Q63930359	wd:Q17309512
wd:Q3395121	wd:Q3949323
wd:Q738142	wd:Q110102488
wd:Q27162500	wd:Q108158
wd:Q484298	wd:Q845080
wd:Q226008	wd:Q24236999
wd:Q20481199	wd:Q17487600
wd:Q107394355	wd:Q28222195
wd:Q48204	wd:Q2058206
wd:Q2995644	wd:Q2353731
wd:Q54050	wd:Q502899
wd:Q1731155	wd:Q110664997
wd:Q30061312	wd:Q30147469
wd:Q23037160	wd:Q236036
wd:Q8011071	wd:Q589897
wd:Q1183543	wd:Q81715
wd:Q121459946	wd:Q142714
wd:Q4164871	wd:Q42841
wd:Q464980	wd:Q1569977
wd:Q54050	wd:Q108532863
wd:Q2424752	wd:Q241317
wd:Q187931	wd:Q35102
wd:Q49848	wd:Q13136
wd:Q132834	wd:Q3275136
wd:Q1457629	wd:Q825237
wd:Q187931	wd:Q3377406
wd:Q7892	wd:Q264554
wd:Q5004791	wd:Q28803
wd:Q3564138	wd:Q3246832
wd:Q18396737	wd:Q768267
wd:Q1734138	wd:Q2906832
wd:Q17424250	wd:Q17424253
wd:Q548662	wd:Q186078
wd:Q1071027	wd:Q1066033
wd:Q4164871	wd:Q381136
wd:Q27825487	wd:Q105220680
wd:Q8011071	wd:Q28001428
wd:Q11338576	wd:Q21617887
wd:Q21451536	wd:Q18325582
wd:Q281643	wd:Q43304311
wd:Q200023	wd:Q13586493
wd:Q246672	wd:Q908207
wd:Q22733	wd:Q927519
wd:Q11338576	wd:Q11296761
wd:Q1206110	wd:Q42193359
wd:Q188619	wd:Q16191531
wd:Q43483	wd:Q53628761
wd:Q7725634	wd:Q58900620
wd:Q211346	wd:Q1900167
wd:Q55097243	wd:Q15081032
wd:Q17166766	wd:Q210988
wd:Q1065579	wd:Q100395222
wd:Q692823	wd:Q3033506
wd:Q1048835	wd:Q187587
wd:Q1786347	wd:Q6011093
wd:Q877517	wd:Q3930
wd:Q7590	wd:Q11453
wd:Q746549	wd:Q16902896
wd:Q15640612	wd:Q28912853
wd:Q506240	wd:Q653916
wd:Q13136	wd:Q1599788
wd:Q99768640	wd:Q117741400
wd:Q1093829	wd:Q1266818
wd:Q31855	wd:Q167346
wd:Q123705	wd:Q15830667
wd:Q16295254	wd:Q14763041
wd:Q23002054	wd:Q391347
wd:Q838948	wd:Q191851
wd:Q11789812	wd:Q474188
wd:Q7314108	wd:Q3189452
wd:Q867705	wd:Q83893
wd:Q19603939	wd:Q664303
wd:Q7887142	wd:Q4430243
wd:Q176737	wd:Q284256
wd:Q4391289	wd:Q1205074
wd:Q327333	wd:Q6936301
wd:Q2852249	wd:Q55788864
wd:Q1437361	wd:Q1143604
wd:Q1571448	wd:Q44
wd:Q1335296	wd:Q15699657
wd:Q17351672	wd:Q7620492
wd:Q26401003	wd:Q2621143
wd:Q111475455	wd:Q111475456
wd:Q131359	wd:Q116175863
wd:Q1864008	wd:Q419911
wd:Q1264081	wd:Q1398027
wd:Q215627	wd:Q2150456
wd:Q1294787	wd:Q112052329
wd:Q1066288	wd:Q750735
wd:Q66736003	wd:Q105016636
wd:Q461524	wd:Q2301591
wd:Q21451536	wd:Q1347516
wd:Q1507442	wd:Q546377
wd:Q1302249	wd:Q19648608
wd:Q65088916	wd:Q942297
wd:Q4485157	wd:Q39827535
wd:Q1234713	wd:Q10567966
wd:Q1302249	wd:Q96286657
wd:Q2659904	wd:Q2288140
wd:Q124757	wd:Q8191556
wd:Q206615	wd:Q11469
wd:Q7858350	wd:Q255216
wd:Q15989253	wd:Q20203388
wd:Q384593	wd:Q6434389
wd:Q392651	wd:Q5121444
wd:Q49848	wd:Q1172383
wd:Q58416391	wd:Q26713767
wd:Q105999	wd:Q1824710
wd:Q13219447	wd:Q2986228
wd:Q374040	wd:Q1934189
wd:Q189210	wd:Q91136116
wd:Q3253281	wd:Q2098314
wd:Q853614	wd:Q19862845
wd:Q16060693	wd:Q110997998
wd:Q486748	wd:Q17303149
wd:Q15642541	wd:Q9822982
wd:Q10864048	wd:Q216712
wd:Q215620	wd:Q282454
wd:Q230655	wd:Q3034655
wd:Q2870166	wd:Q1163166
wd:Q1455249	wd:Q916093
wd:Q1190554	wd:Q107737653
wd:Q3749263	wd:Q210729
wd:Q131186	wd:Q2972150
wd:Q122830194	wd:Q3618634
wd:Q18515478	wd:Q112186853
wd:Q64008413	wd:Q51118183
wd:Q1690211	wd:Q52820476
wd:Q30344217	wd:Q12321
wd:Q1142483	wd:Q215348
wd:Q27096220	wd:Q63245279
wd:Q366511	wd:Q30006080
wd:Q6031215	wd:Q253655
wd:Q1783823	wd:Q2920921
wd:Q578109	wd:Q17125051
wd:Q159334	wd:Q11902693
wd:Q1781198	wd:Q26252897
wd:Q1914636	wd:Q245962
wd:Q202833	wd:Q109594644
wd:Q16686448	wd:Q28823
wd:Q49848	wd:Q1376568
wd:Q235356	wd:Q2529255
wd:Q4175911	wd:Q1527796
wd:Q65088916	wd:Q1433032
wd:Q14897293	wd:Q122380363
wd:Q11775750	wd:Q4959031
wd:Q14908	wd:Q912618
wd:Q1555508	wd:Q14623351
wd:Q11691793	wd:Q622506
wd:Q1630100	wd:Q7254445
wd:Q15936497	wd:Q1350189
wd:Q105449313	wd:Q2235510
wd:Q49848	wd:Q2119819
wd:Q334747	wd:Q1163166
wd:Q7304607	wd:Q1175763
wd:Q735	wd:Q683010
wd:Q749316	wd:Q690292
wd:Q6149036	wd:Q59541
wd:Q13580385	wd:Q17098680
wd:Q12888920	wd:Q49908
wd:Q861911	wd:Q108070213
wd:Q33274034	wd:Q23688107
wd:Q1622217	wd:Q40446
wd:Q42622779	wd:Q156424
wd:Q15706911	wd:Q79358391
wd:Q2142903	wd:Q3335066
wd:Q337968	wd:Q33384
wd:Q1584134	wd:Q193457
wd:Q5906761	wd:Q1636672
wd:Q7827200	wd:Q1426191
wd:Q3505012	wd:Q36908
wd:Q64830866	wd:Q110558253
wd:Q478798	wd:Q1653619
wd:Q1914636	wd:Q113463316
wd:Q187223	wd:Q554394
wd:Q131408	wd:Q330946
wd:Q1190554	wd:Q1121708
wd:Q23687321	wd:Q217295
wd:Q10864048	wd:Q20732239
wd:Q131569	wd:Q217901
wd:Q17167049	wd:Q52553554
wd:Q4946461	wd:Q990488
wd:Q20820021	wd:Q1989839
wd:Q37756327	wd:Q8486
wd:Q61509	wd:Q1135885
wd:Q484000	wd:Q805336
wd:Q1792450	wd:Q11486702
wd:Q57036	wd:Q785952
wd:Q482980	wd:Q1930187
wd:Q548275	wd:Q170476
wd:Q1065579	wd:Q2524539
wd:Q27895381	wd:Q110215709
wd:Q811979	wd:Q6925799
wd:Q41883552	wd:Q30503704
wd:Q116210875	wd:Q40728071
wd:Q49848	wd:Q10429085
wd:Q49848	wd:Q11341687
wd:Q2858615	wd:Q189511
wd:Q2385804	wd:Q11822917
wd:Q6501447	wd:Q6621940
wd:Q192350	wd:Q1451816
wd:Q1135449	wd:Q1320830
wd:Q309	wd:Q1345443
wd:Q7048977	wd:Q859965
wd:Q1885941	wd:Q2633287
wd:Q16510064	wd:Q908513
wd:Q3559736	wd:Q64830351
wd:Q799000	wd:Q1429148
wd:Q748019	wd:Q10729872
wd:Q1784021	wd:Q332148
wd:Q81683	wd:Q11236878
wd:Q3249551	wd:Q4419563
wd:Q10480682	wd:Q489357
wd:Q7094076	wd:Q3077240
wd:Q955824	wd:Q1607796
wd:Q768186	wd:Q117208748
wd:Q111016707	wd:Q15279749
wd:Q7210356	wd:Q242712
wd:Q620615	wd:Q25104632
wd:Q116604668	wd:Q408089
wd:Q573766	wd:Q1330810
wd:Q902104	wd:Q1743327
wd:Q14674	wd:Q1783255
wd:Q28107590	wd:Q100684552
wd:Q4989906	wd:Q12289746
wd:Q3754526	wd:Q239463
wd:Q15319501	wd:Q846430
wd:Q2366457	wd:Q4866946
wd:Q658371	wd:Q2782358
wd:Q10864048	wd:Q615794
wd:Q851782	wd:Q13090989
wd:Q845392	wd:Q7227020
wd:Q13226383	wd:Q3574069
wd:Q1428312	wd:Q371900
wd:Q955824	wd:Q96106207
wd:Q811430	wd:Q1388326
wd:Q11424604	wd:Q27146860
wd:Q24334685	wd:Q3238337
wd:Q36192	wd:Q676977
wd:Q112826975	wd:Q9647
wd:Q740464	wd:Q186361
wd:Q3026787	wd:Q78614753
wd:Q123705	wd:Q4286337
wd:Q3664270	wd:Q2565995
wd:Q1385033	wd:Q23497974
wd:Q3259505	wd:Q501972
wd:Q30198	wd:Q3199193
wd:Q1057179	wd:Q7452061
wd:Q294422	wd:Q69503165
wd:Q8514257	wd:Q1243409
wd:Q2462658	wd:Q5532362
wd:Q5179781	wd:Q210377
wd:Q16744570	wd:Q60325248
wd:Q57821	wd:Q15094777
wd:Q43229	wd:Q2575910
wd:Q289845	wd:Q189507
wd:Q4989906	wd:Q91717
wd:Q1076486	wd:Q2118241
